query_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
872,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1
873,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
874,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1
875,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1
876,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
877,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1
878,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1
879,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
880,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
881,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1
882,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
883,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
884,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
885,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
886,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
887,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
888,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1
889,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
890,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
891,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1
892,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
893,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
894,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1
895,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1
896,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1
897,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
898,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1
899,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1
900,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
901,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1
902,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
903,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1
904,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1
905,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
906,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0
907,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
908,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1
909,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
910,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
911,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1
912,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1
913,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
914,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1
915,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1
916,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
917,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1
918,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
919,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
921,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
922,0,1,0,1,1,0,0,1,1,1,0,1,0,1,1
923,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1
924,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1
925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
926,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1
927,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1
928,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
930,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
931,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
932,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
933,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
935,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
936,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1
937,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
938,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
939,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1
940,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
941,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1
942,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
943,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1
944,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
945,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1
946,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1
947,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1
948,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
949,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1
950,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
951,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1
952,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
953,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1
954,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
955,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
956,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
957,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1
958,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
959,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
961,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
962,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
963,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1
964,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1
965,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
966,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
967,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
968,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1
969,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
970,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1
971,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
972,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
973,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1
974,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
975,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1
976,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
977,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
978,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
979,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
980,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
981,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
982,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
983,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
984,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1
985,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
987,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
988,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
989,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1
990,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1
991,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
992,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
993,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
995,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1
996,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1
997,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1
998,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
999,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
